Area;MajorAxisLength;MinorAxisLength;ConvexArea;EquivDiameter;Class
34776;261,0485899;169,9896192;35136;210,4238067;DERMASON
75482;416,9434183;233,570213;76513;310,0107535;CALI
40669;321,7839798;162,7094508;41539;227,555222;HOROZ
64222;365,0574836;224,9765328;64957;285,9545244;CALI
49949;357,2009479;178,7667491;50449;252,1845396;HOROZ
48782;274,6782807;226,3339856;49312;249,2211297;SEKER
36229;267,8022757;172,6504995;36660;214,7747552;DERMASON
47166;310,7822298;193,8233162;47566;245,0583938;SIRA
47044;279,620142;214,5121886;47419;244,7412535;SEKER
42495;283,2023914;191,8966183;42943;232,6076406;SIRA
58961;363,145456;208,2099472;59576;273,9917459;CALI
29352;223,4084564;167,9127984;29630;193,318719;DERMASON
36502;266,6101638;174,807521;36869;215,5824433;DERMASON
33251;217,452163;194,9834825;33565;205,7583245;SEKER
38600;253,1696018;194,4377506;38952;221,6913314;DERMASON
29495;227,8184094;165,4037898;29906;193,7890615;DERMASON
48813;288,045974;216,1629714;49316;249,3003046;SEKER
72849;396,4643369;236,4517449;74297;304,5557873;CALI
48606;287,380339;215,5698919;48997;248,7711424;SEKER
47225;352,8577577;171,1026699;48501;245,2116178;HOROZ
68545;387,4447693;226,7165376;69351;295,4220787;CALI
33762;255,2176269;168,7328682;34083;207,3333391;DERMASON
71085;383,9366687;236,9052898;72146;300,8458626;BARBUNYA
33556;264,6307432;161,7054714;33892;206,6998456;HOROZ
37677;279,9240682;173,2149239;38295;219,0247619;SIRA
29552;243,0029818;155,2224433;29916;193,9762228;DERMASON
181460;645,9213641;360,1997962;184707;480,6683345;BOMBAY
37998;247,7575868;196,1055106;38651;219,9558052;SEKER
51280;359,5733017;182,8578303;51960;255,5224527;HOROZ
60134;385,5043376;199,9895086;61079;276,7037889;HOROZ
48854;309,6480674;201,4771309;49375;249,4049813;SIRA
25340;213,2593484;151,9092117;25607;179,6215189;DERMASON
68678;392,7843313;224,7520261;69759;295,7085482;CALI
45003;270,822761;211,8641012;45353;239,373347;SEKER
70646;393,1988626;229,4041948;71261;299,9154562;CALI
73485;394,0740971;239,9207504;74898;305,8823433;CALI
44515;274,9714228;206,5348797;45305;238,0719604;SEKER
33557;254,5801408;168,0796138;34018;206,7029255;DERMASON
36594;235,7260542;197,8406551;36890;215,8539504;SEKER
42419;302,7231965;178,9555491;42909;232,3995444;SIRA
49946;309,7136514;205,539636;50482;252,1769662;SIRA
20942;191,1765253;139,5864022;21191;163,29171;DERMASON
74056;397,6397877;238,8258183;74857;307,0684414;CALI
36171;258,2015741;179,0272574;36626;214,6027669;DERMASON
84995;464,620884;234,3412897;86358;328,9665562;CALI
45942;349,2138732;167,9959347;46485;241,8577499;HOROZ
44315;305,8141847;185,3080393;44847;237,5365455;SIRA
30749;247,5407817;158,8576898;31040;197,865719;DERMASON
37222;267,1871893;178,0170112;37610;217,6982369;SIRA
43549;296,0748245;188,7950757;44372;235,4746461;SIRA
43924;345,4243527;162,9959755;44618;236,4863078;HOROZ
81239;415,9077566;250,409949;82256;321,615776;CALI
53866;387,1179249;177,923686;54788;261,8860846;HOROZ
42338;258,7353672;208,6279737;42717;232,1775524;SEKER
52097;350,5119926;196,4888193;54156;257,5499186;HOROZ
64227;426,1913065;193,5193988;64941;285,9656557;HOROZ
40448;285,7263709;181,7786159;40980;226,9360992;SIRA
60621;324,5452044;239,376276;61608;277,8219834;BARBUNYA
41546;274,5162214;193,0117787;41999;229,9956741;SIRA
40646;279,6726691;185,6001213;41100;227,4908669;SIRA
47763;311,1778794;196,2326909;48554;246,6044208;SIRA
35613;264,6117952;172,3999259;36041;212,9410245;DERMASON
37831;278,5629801;173,6899845;38216;219,4719235;DERMASON
63958;381,8207997;213,8962783;65090;285,3661767;BARBUNYA
29505;230,3714326;163,4234887;29804;193,8219099;DERMASON
48903;324,3534192;194,1598;49534;249,5300252;SIRA
77685;386,3624877;259,7327489;79154;314,5021686;BARBUNYA
68164;352,5717043;250,020105;69862;294,5998987;BARBUNYA
30967;240,8256873;164,0420554;31292;198,5658807;DERMASON
73494;435,0816095;216,5033815;74356;305,901074;HOROZ
50247;355,5828891;181,4463607;51108;252,9356982;HOROZ
29505;233,0352006;161,7152363;29868;193,8219099;DERMASON
84307;444,3556851;242,4084762;84990;327,6324256;CALI
35789;233,6187674;195,2244366;36146;213,4665549;SEKER
34613;254,8657128;173,3685858;35013;209,9300845;DERMASON
67413;359,8362623;239,8736526;68823;292,9725199;BARBUNYA
41267;243,4433928;216,1715351;41734;229,2221113;SEKER
42805;280,2144236;194,7269448;43198;233,4545324;SEKER
56063;387,7047537;184,9389338;56827;267,1734055;HOROZ
44515;265,5904698;213,9674526;44780;238,0719604;SEKER
68752;403,6652478;218,4574089;69504;295,8678171;CALI
85666;435,6466449;251,49782;86305;330,2625302;CALI
77285;419,576865;236,7517871;78200;313,6914379;CALI
35282;270,4880703;166,3696731;35664;211,9491392;DERMASON
40326;254,9126039;201,7151454;40661;226,5935963;SEKER
40636;250,0758103;207,9177861;41391;227,4628808;SEKER
181992;642,9683401;363,7281438;184472;481,3724247;BOMBAY
73051;374,693801;249,2941786;74371;304,9777401;BARBUNYA
41152;258,2434721;203,189017;41470;228,9024983;SEKER
35842;232,1107485;196,7334531;36127;213,624558;SEKER
63592;361,9308349;226,0274461;64532;284,5485005;CALI
53491;381,2313209;180,7676532;54208;260,9729037;HOROZ
44710;296,3738099;193,6285731;45291;238,5928332;SIRA
47720;293,7524103;207,022057;48085;246,4933895;SEKER
67593;392,317798;222,2408038;68881;293,3633933;CALI
73222;402,9536876;232,4006331;74190;305,3344821;BARBUNYA
33422;255,7015012;166,8150925;33734;206,2867229;DERMASON
36584;293,1392521;159,4393493;37023;215,8244553;HOROZ
38988;239,8312735;207,2576712;39351;222,8027454;SEKER
49355;306,6681918;205,8133773;49989;250,6805492;SIRA
80434;418,6575903;245,5096372;82457;320,0183581;BARBUNYA
30328;232,118192;166,745123;30683;196,5065111;DERMASON
70073;396,1705544;226,6816972;70866;298,6966934;CALI
53715;386,5679918;177,450289;54528;261,5187606;HOROZ
26724;223,6799618;153,1847776;27029;184,4615233;DERMASON
44608;329,8557792;175,1673023;45446;238,3205187;HOROZ
54801;327,957559;213,0951501;55357;264,1492008;SEKER
43204;263,3512758;209,8816264;44006;234,5400633;SEKER
77324;421,9254308;234,6760455;78213;313,7705763;CALI
44142;287,066862;196,4655217;44594;237,0724362;SIRA
33186;244,9430919;173,2141568;33587;205,557115;DERMASON
47360;346,142513;175,0021106;48026;245,5618554;HOROZ
71249;400,0629091;228,2152696;72111;301,192703;CALI
37133;260,0469017;182,1168873;37498;217,4378164;DERMASON
39364;249,3821884;201,1797264;39692;223,8745216;SEKER
32556;240,9902865;172,2914798;32854;203,5966272;DERMASON
67407;386,6966178;223,5914566;68200;292,9594818;CALI
68882;356,9580685;246,8182474;69727;296,1474064;BARBUNYA
38532;316,7127725;155,3148449;39015;221,4959732;HOROZ
27507;216,6537511;161,8939583;27785;187,1443297;DERMASON
47465;307,6463843;196,9547854;47955;245,8339175;SIRA
64413;333,03266;247,2226217;65455;286,3794315;BARBUNYA
60171;415,6779639;184,8593499;60961;276,7889027;HOROZ
53662;283,7432074;241,0508894;54024;261,3897099;SEKER
69825;392,197274;229,0439144;71138;298,1676562;CALI
40587;262,969584;196,7418707;41053;227,3256989;SEKER
50364;320,5463373;202,7764668;51360;253,230007;SIRA
27612;235,4348097;149,7855249;27945;187,5011742;DERMASON
32234;248,2804717;166,8184319;32754;202,5872737;DERMASON
48545;306,7569726;202,4398151;49124;248,6149909;SIRA
37652;231,7787323;206,9460336;37917;218,9520846;SEKER
86884;448,6801704;247,9671157;88015;332,6020815;CALI
70286;388,3760551;232,4166013;71633;299,1503211;CALI
39385;258,7458213;194,2559154;39895;223,9342302;SEKER
36907;257,402411;182,8876088;37328;216,7751182;DERMASON
82319;391,4223967;268,9452484;83725;323,7465152;BARBUNYA
34161;266,6617782;164,2904278;35013;208,5548755;DERMASON
38487;255,00387;192,3526295;38835;221,3665972;SEKER
169410;573,4514258;380,042361;172175;464,4346146;BOMBAY
74193;420,9260079;228,1902874;76427;307,352341;CALI
37430;245,261315;194,8503787;37742;218,3056485;SEKER
48895;307,5711407;203,116588;49434;249,5096141;SIRA
33912;267,6705998;161,5147148;34248;207,7934057;DERMASON
88390;442,4880225;256,0625676;89104;335,4722691;CALI
47180;348,6152376;172,9046329;47729;245,0947607;HOROZ
37308;240,097665;198,4496453;37607;217,9495835;SEKER
56056;374,5213572;191,2290951;56718;267,1567254;HOROZ
36532;243,796607;191,4935385;36893;215,6710158;SEKER
33731;254,7059001;169,0931581;34200;207,2381313;DERMASON
49797;313,9339583;202,4012511;50335;251,8005354;SIRA
46562;337,6311552;176,1020662;47115;243,4842494;HOROZ
32247;249,4888135;165,0153761;32569;202,6281214;DERMASON
68590;387,9502601;228,0039397;69600;295,5190356;CALI
48918;356,6948346;175,3600489;49448;249,5682914;HOROZ
49556;312,0204603;203,3490857;50121;251,1904833;SIRA
28262;228,451745;158,1130471;28719;189,6952715;DERMASON
31472;240,3034118;167,1150549;31932;200,1784078;DERMASON
35674;258,2219167;176,3050191;36178;213,1233153;DERMASON
64439;421,3469084;195,775278;65234;286,4372235;HOROZ
182178;635,9195747;368,3386072;183979;481,6183487;BOMBAY
33548;266,2684634;161,0406152;33909;206,6752047;DERMASON
50599;358,0119924;180,4795517;51246;253,820109;SIRA
64314;346,2438026;237,3979323;65360;286,1592705;BARBUNYA
52151;371,8485703;178,9904525;52608;257,6833629;HOROZ
41197;250,9006734;210,0639459;42508;229,0276174;SEKER
114858;512,7366417;287,561719;115826;382,4156739;CALI
60237;358,724155;215,0536853;61280;276,9406623;BARBUNYA
47690;331,8951698;185,2102612;48566;246,4158962;SIRA
39835;249,6095936;203,4462417;40279;225,209896;SEKER
137748;499,3705441;353,3013142;138869;418,7913571;BOMBAY
43268;312,5473302;177,9607163;44132;234,7137163;SIRA
79937;419,9737885;244,1896571;80740;319,0281328;CALI
36519;270,0972005;172,6159765;36839;215,6326388;DERMASON
53679;354,3971294;195,9801606;54804;261,4311105;HOROZ
44858;297,1141096;192,7563944;45364;238,9874045;SIRA
75410;410,1314888;235,9457285;76328;309,8628633;CALI
35106;234,3642027;191,0105524;35445;211,419837;SEKER
60629;398,2477692;194,9958828;61259;277,8403145;HOROZ
44219;303,3616454;186,2383446;44645;237,2791171;SIRA
34971;235,0015866;189,6894581;35269;211,0129383;SEKER
60166;404,4412154;189,6852838;60719;276,7774023;HOROZ
28784;242,4056074;151,4868411;29094;191,4390949;DERMASON
22931;207,806204;140,8498712;23207;170,87029;DERMASON
67012;382,8597507;224,0108652;68008;292,0998603;BARBUNYA
64697;398,9407032;208,7410328;65497;287,0100675;HOROZ
30685;213,5341452;183,1571463;31044;197,659696;SEKER
31746;241,9665261;167,461571;32126;201,0479112;DERMASON
38433;285,7756777;171,7879436;38911;221,2112461;SIRA
59936;295,4328604;259,7326001;60869;276,2478694;BARBUNYA
24211;218,0467134;141,63518;24500;175,5744931;DERMASON
40161;246,4546274;207,7667023;40535;226,1295499;SEKER
39224;247,3995557;202,1959303;39565;223,4760567;SEKER
40090;310,9753867;164,7818927;40565;225,9295761;HOROZ
28773;240,1235259;153,5116158;29125;191,4025115;DERMASON
46100;336,2745068;175,7550828;46735;242,2732817;HOROZ
39561;263,8513541;191,2792687;39905;224,4340207;DERMASON
75542;406,8328176;236,9368628;77278;310,1339415;BARBUNYA
77492;428,9230129;231,9317687;78865;314,1112523;BARBUNYA
76932;429,2529263;230,1362423;78422;312,9742236;CALI
29162;242,7035113;153,7599865;29651;192,6920123;DERMASON
51792;326,3691189;206,6696974;53354;256,7949036;SIRA
73227;397,3118861;235,1378813;74236;305,3449069;BARBUNYA
36567;259,0980015;180,224362;36981;215,7743044;DERMASON
55310;359,7136066;198,4319793;56095;265,3730944;HOROZ
62194;391,0499928;203,692152;62707;281,4033764;HOROZ
67422;384,0268967;225,8931572;68542;292,992076;CALI
160273;599,0795386;343,5747122;163513;451,7365621;BOMBAY
57744;342,4605385;215,3862585;58657;271,1493025;BARBUNYA
39318;279,8154344;179,4510188;39764;223,7436757;DERMASON
84166;443,6134549;242,4510878;84748;327,358335;CALI
46794;356,4369676;168,4520521;47586;244,0900884;HOROZ
52894;331,6248277;203,507299;53879;259,51249;BARBUNYA
42179;253,4488513;212,0788662;42529;231,7411719;SEKER
78876;369,75215;272,8683884;80115;316,9038377;BARBUNYA
35689;261,2592517;174,4206777;36119;213,168117;DERMASON
50824;366,8201927;178,4143389;51974;254,3838175;HOROZ
44305;271,0108236;208,2624982;44628;237,509743;SEKER
162019;596,6920015;350,2521852;164165;454,1904862;BOMBAY
31053;231,0553929;171,2635313;31354;198,8414131;DERMASON
34159;254,3755058;171,4143313;34509;208,5487703;DERMASON
49667;371,1786906;171,1045243;50274;251,4716455;HOROZ
76480;374,26012;263,1436235;77821;312,0534576;BARBUNYA
40592;277,8225076;186,4673548;41038;227,3397009;SIRA
34832;255,4977282;174,0139583;35252;210,5931619;DERMASON
42143;268,700672;199,9897732;42468;231,6422546;SEKER
76819;416,6711076;235,1231246;77533;312,7442863;CALI
65123;402,33864;207,7145894;65895;287,9534318;HOROZ
43267;298,7637884;185,3710949;43743;234,711004;SIRA
59151;305,938941;247,6315232;60079;274,4328557;BARBUNYA
28264;241,2246842;149,8201765;28640;189,7019834;DERMASON
79627;412,8808937;246,931618;80395;318,4089277;CALI
45339;262,8302917;219,8376812;45690;240,2652861;SEKER
63969;360,8816397;228,9221591;65307;285,3907154;CALI
44165;298,7403389;192,3121498;45049;237,1341909;SIRA
35117;258,12303;173,6919044;35508;211,4529572;DERMASON
37571;285,6646265;168,9448663;38088;218,7164441;DERMASON
76321;418,0260495;234,1250441;77327;311,7289132;CALI
37436;266,1868579;179,6784402;37929;218,3231449;SIRA
29709;238,6303304;158,7243583;30042;194,490806;DERMASON
30557;234,8875923;165,9899883;30827;197,2470045;DERMASON
46970;351,4442771;170,9235131;47495;244,5486893;HOROZ
82032;420,1297867;249,0704568;83528;323,1816615;BARBUNYA
38751;271,1629633;182,2863325;39175;222,1245272;SIRA
56731;386,3496402;187,9037186;57445;268,7604;HOROZ
59088;406,9518663;188,5342666;60601;274,2866716;HOROZ
65488;384,4974309;218,9054779;66604;288,7592619;CALI
34772;228,0476746;194,336638;35103;210,4117046;SEKER
70854;442,2777824;204,4339688;71368;300,3566458;HOROZ
39375;271,9917683;184,9159144;39868;223,9057996;SIRA
46909;302,6021282;198,5054879;47614;244,3898398;SIRA
55689;371,5178289;192,5229812;56406;266,2807485;HOROZ
166458;590,7963786;365,0398184;170734;460,3704032;BOMBAY
27755;217,3120617;163,680286;28132;187,9860728;DERMASON
52268;381,4871705;175,186845;52860;257,9722553;HOROZ
36698;262,6632899;178,5373418;37053;216,1604608;DERMASON
58072;401,4215223;185,4722379;58805;271,9183091;HOROZ
49388;314,0555206;201,2631223;50019;250,7643408;SIRA
36461;239,6298858;194,0208167;36845;215,4613354;SEKER
70089;438,4463739;207,3544501;71449;298,7307926;HOROZ
66932;446,7296068;196,491997;69580;291,9254515;HOROZ
77794;412,3945256;243,1209667;79744;314,7227306;CALI
40089;278,4718811;183,664473;40639;225,9267583;DERMASON
82419;388,4967581;272,1324999;83738;323,9430969;BARBUNYA
50542;376,1730738;172,3577922;51326;253,677104;HOROZ
81696;434,1408752;242,8222629;83499;322,5191124;CALI
58932;341,4329234;220,0762982;59770;273,9243561;BARBUNYA
31868;242,0741736;167,9745424;32219;201,4338547;DERMASON
28446;240,3244637;151,3797054;28754;190,311776;DERMASON
42334;290,8127545;185,6955519;42863;232,1665843;SIRA
80953;425,879125;244,7647649;81973;321,0491565;CALI
70348;390,9888283;230,3667374;70890;299,2822338;CALI
38011;251,6482749;192,6123063;38284;219,9934279;DERMASON
49730;365,8256902;173,5691939;50263;251,6310842;HOROZ
54672;386,653982;180,3778484;55205;263,8381178;HOROZ
79038;414,3293352;244,2396526;80260;317,2291083;BARBUNYA
78095;424,6406069;235,8402348;78888;315,3310043;CALI
68264;408,5483541;215,8187179;69822;294,8159159;CALI
184936;621,6169728;380,3633655;186576;485,250274;BOMBAY
40446;264,1369026;195,4214614;41006;226,9304885;SEKER
29070;234,5562905;158,0432726;29419;192,3878207;DERMASON
36831;240,3522783;195,326873;37129;216,5518083;SEKER
26637;220,3312514;154,0837863;26884;184,1610213;DERMASON
93494;447,7111926;267,3885695;94456;345,0221123;CALI
44389;316,6612869;180,1679484;45118;237,7347895;HOROZ
26614;220,4256253;154,085455;26917;184,0814962;DERMASON
44285;308,9450065;183,6206845;44926;237,4561291;SIRA
46588;308,1086311;193,6944684;47287;243,5522201;SIRA
28897;230,0211982;160,2509244;29227;191,8145019;DERMASON
182940;624,297759;376,421904;185434;482,6245355;BOMBAY
33380;246,9378447;172,4005594;33734;206,1570663;DERMASON
43389;282,5684068;195,947104;43940;235,0416784;SIRA
33297;248,9239184;170,8093473;33727;205,9006001;DERMASON
153287;534,7542054;368,3810922;155347;441,7816996;BOMBAY
40161;276,3299454;185,838308;40661;226,1295499;DERMASON
48240;305,8212866;201,7208192;48935;247,8327574;SIRA
72651;397,2520371;233,3906432;73683;304,1416219;BARBUNYA
43964;266,7102618;210,1685413;44557;236,593963;SEKER
59944;401,0324375;191,9145798;60967;276,266305;HOROZ
56201;339,0068474;211,7934967;56601;267,5020293;SEKER
49362;325,7739689;193,7052222;49880;250,6983255;SIRA
22069;208,0328728;135,9878443;22426;167,6279318;DERMASON
58176;380,1034973;196,0077084;58940;272,1616868;HOROZ
43099;328,2340777;168,6101161;43710;234,254885;HOROZ
75626;371,1089149;260,3265624;77287;310,3063225;BARBUNYA
42701;292,2659628;186,6342953;43179;233,1707567;SIRA
44192;275,9459448;204,2958668;44586;237,2066651;SEKER
30671;245,2232571;159,5048584;31054;197,6145999;DERMASON
80220;406,9650705;252,3064887;80772;319,5923595;CALI
82896;429,8403264;247,6613612;84124;324,8791549;CALI
39367;260,7615274;192,522146;39822;223,8830524;SIRA
82805;394,8044776;268,0019704;84138;324,7007861;BARBUNYA
32964;257,1406407;163,631746;33343;204,8684172;DERMASON
163850;558,5600988;377,4236767;166547;456,749712;BOMBAY
80519;425,8948727;242,1813848;81383;320,1874059;CALI
88341;439,2807344;256,9921582;89092;335,3792698;CALI
41619;287,3127706;184,9698995;42093;230,1976468;SIRA
37690;247,2788263;194,4102346;37977;219,0625446;SEKER
36996;274,871254;172,027861;37447;217,0363338;DERMASON
40486;244,537238;211,0640645;40839;227,0426749;SEKER
32071;256,0466416;159,9227739;32330;202,0744057;DERMASON
38744;278,0277913;177,7858714;39088;222,104464;DERMASON
39227;265,0177469;188,7226379;39595;223,4846026;SEKER
43618;295,6377648;188,1143492;44001;235,6611178;SIRA
37500;267,041544;179,2552915;37857;218,5096861;DERMASON
24190;205,6501386;150,6131453;24510;175,4983321;DERMASON
26350;218,6892588;153,6667903;26655;183,1662141;DERMASON
62831;356,0906095;225,7874732;64195;282,8407924;BARBUNYA
30872;250,0381319;157,8422594;31178;198,2610684;DERMASON
64576;359,0187517;230,277935;65886;286,7415506;BARBUNYA
41602;289,1209307;184,174028;42095;230,1506279;SIRA
75067;390,4637189;245,0921566;76108;309,1573595;BARBUNYA
74642;417,3311726;233,5841636;77403;308,2809532;CALI
27645;222,1036047;159,1765783;28150;187,6131851;DERMASON
30369;230,282202;168,1345866;30660;196,6392935;DERMASON
55412;407,4697047;173,7553106;55983;265,6176757;HOROZ
70722;400,5572151;226,2264628;71420;300,0767353;CALI
45130;300,179289;191,9035959;45635;239,7108689;SIRA
86371;435,2204194;254,9079588;87429;331,6187159;CALI
59911;400,6249981;190,8467858;60520;276,1902503;HOROZ
89832;455,9064052;253,1646942;90594;338,1976564;CALI
55107;297,8084705;235,9882769;55515;264,8856576;SEKER
27325;219,6225365;159,0347103;27706;186,5241822;DERMASON
76420;420,3524512;232,5230405;77276;311,9310276;CALI
73550;397,5079681;237,351059;74442;306,0175951;CALI
45887;339,7362095;173,0062586;46394;241,7129351;HOROZ
166343;584,1850459;365,2635429;168381;460,2113488;BOMBAY
38838;244,2392537;202,8969925;39190;222,3737337;SEKER
75228;412,7023222;235,9049758;77009;309,4887146;CALI
64828;356,174454;232,8480203;65960;287,3004929;BARBUNYA
33447;226,1186154;188,7406408;33791;206,3638608;SEKER
49743;312,3948782;203,6718231;50318;251,6639717;SIRA
62338;412,7213466;193,859331;63076;281,7289597;HOROZ
76559;399,4427584;245,4880306;78821;312,2145837;BARBUNYA
40988;293,0813531;179,1694284;41498;228,445929;DERMASON
47982;325,1112381;188,4026068;48471;247,169132;SIRA
33748;251,8217596;170,9244269;34301;207,2903475;DERMASON
52169;368,8657268;180,4884574;52592;257,7278289;HOROZ
72742;408,9874325;226,7708442;73404;304,3320406;CALI
33421;256,2730653;166,5515765;33778;206,2836368;DERMASON
48536;311,2252589;198,9350601;48988;248,5919438;SIRA
57644;360,3840144;204,8277878;58495;270,9144151;SIRA
38653;250,1955429;196,9725114;38972;221,8434766;SEKER
39306;288,626822;174,0137534;39751;223,7095294;DERMASON
31996;243,2912266;167,9910741;32417;201,8379857;DERMASON
89334;445,9285908;256,8470289;90676;337,2589235;CALI
57121;385,9214754;188,9401204;57768;269,6826209;HOROZ
200116;636,1081262;402,3250586;202634;504,7728249;BOMBAY
73257;401,8392094;236,7020073;75593;305,4074481;CALI
26127;216,8729437;153,7995856;26350;182,3894997;DERMASON
29037;238,5018214;155,2258911;29420;192,2785913;DERMASON
79161;419,0171591;242,5532029;80292;317,4758504;CALI
40101;312,0999066;164,072804;40619;225,9605695;HOROZ
39595;286,383526;176,449452;40027;224,5304429;SIRA
69589;376,5211208;237,2792032;70481;297,6633445;CALI
37216;288,9452027;164,9765705;37630;217,6806902;DERMASON
39823;260,3187562;195,1187592;40183;225,1759721;DERMASON
35572;267,4299911;171,5464942;36312;212,8184134;DERMASON
42963;311,4863791;175,8779258;43364;233,8849943;SIRA
32799;247,4037847;169,041895;33170;204,3550436;DERMASON
25623;212,7174707;153,8165733;25883;180,6217508;DERMASON
68272;350,8396851;248,4830485;69358;294,8331905;BARBUNYA
52462;364,9769654;183,8306827;53123;258,450562;HOROZ
93503;453,2093773;267,5462336;95555;345,0387183;CALI
74557;417,5080508;228,5486525;76068;308,1053728;BARBUNYA
55314;343,5686694;205,9817402;56015;265,38269;SIRA
57905;391,2839742;189,3929518;58672;271,5270444;HOROZ
78739;394,8395595;254,7369628;80486;316,6285024;BARBUNYA
47186;346,2241394;177,4563123;48835;245,1103449;HOROZ
41854;289,0148725;185,5032852;42437;230,8466329;SIRA
31882;250,2462061;162,5029564;32220;201,478096;DERMASON
82346;388,1352926;270,9941588;83842;323,799604;BARBUNYA
34800;252,7980166;175,7859771;35212;210,4964041;DERMASON
40400;274,7577876;187,5689205;40832;226,8014057;SIRA
57017;355,3339372;205,4576502;57649;269,437004;CALI
38688;294,4626318;168,896273;39324;221,9438927;SIRA
69600;396,9247148;225,5600601;70818;297,6868696;CALI
45407;341,11958;170,1408075;46053;240,4453951;HOROZ
64033;354,1202439;230,9060098;65141;285,5334442;BARBUNYA
72004;403,2141809;230,0102524;73591;302,784313;CALI
42678;340,9463387;160,8639615;43227;233,107952;HOROZ
68374;392,1127583;222,8151817;68994;295,0533522;CALI
42145;287,1095607;187,9172949;42675;231,6477512;SIRA
28332;239,2903654;151,5077212;28668;189,9300471;DERMASON
34861;257,159639;172,8389871;35324;210,6808102;DERMASON
28154;241,4240607;149,182599;28509;189,3324751;DERMASON
35901;238,0264533;192,2740092;36216;213,8003108;SEKER
46428;365,9856889;161,9556522;46913;243,1336373;HOROZ
69013;373,4753858;236,54976;70370;296,4288797;BARBUNYA
43847;304,5675768;183,908874;44411;236,2789333;SIRA
46481;343,2637046;173,9756328;47264;243,2723726;HOROZ
47769;300,7490159;203,0874572;48160;246,6199096;SIRA
54692;330,7268466;211,9992114;55278;263,8863717;BARBUNYA
46638;317,3779332;188,0546445;47238;243,6828798;SIRA
37581;272,1640334;176,4469657;38232;218,7455493;DERMASON
34313;220,9339754;198,103852;34600;209,0183449;SEKER
41469;316,8884731;167,5176274;41936;229,7824421;HOROZ
44353;256,4685192;220,3236834;44767;237,6383671;SEKER
37641;284,3137373;169,7408136;38112;218,9200989;SIRA
37352;241,941291;196,9313108;37811;218,0780674;SEKER
48412;282,5322441;218,7625208;48785;248,2741888;SEKER
40367;262,7937627;195,9637197;40675;226,7087574;SEKER
41619;261,1093812;203,272934;41975;230,1976468;SEKER
34778;257,1666382;172,8486294;35160;210,4298574;DERMASON
72114;420,2636617;221,4410505;73362;303,0155054;CALI
33374;237,1469249;179,4741259;33704;206,1385373;DERMASON
31684;251,2915487;161,212653;32069;200,8514917;DERMASON
43805;293,6060564;190,2945711;44195;236,1657432;SEKER
49226;317,1805409;198,2224463;49747;250,3527308;SIRA
67113;416,7617154;206,4130715;67797;292,3199028;HOROZ
29232;227,8052201;163,8567088;29601;192,9231411;DERMASON
21405;191,2029134;143,0215569;21737;165,0869239;DERMASON
44542;285,5254747;199,032858;45086;238,1441492;SEKER
26301;219,6213659;152,9545788;26571;182,9958285;DERMASON
33103;251,6665948;167,9170796;33474;205,2998993;DERMASON
45161;302,9709841;190,2388073;45836;239,793184;SIRA
28117;225,9123035;158,631502;28470;189,2080238;DERMASON
53495;375,5473574;182,133928;54205;260,9826612;HOROZ
60155;352,8874658;217,4922322;61020;276,7520999;BARBUNYA
41086;333,0298565;158,2765383;41693;228,7188666;HOROZ
28964;230,7781918;159,910621;29266;192,0367417;DERMASON
45944;304,5516537;192,5345831;46346;241,8630142;SIRA
45443;268,4356503;215,8949664;45872;240,5406923;SEKER
153237;573,8191367;342,735575;155159;441,7096423;BOMBAY
52774;325,5621972;207,852404;53331;259,2179464;SIRA
34088;251,004246;173,3609214;34437;208,3319217;DERMASON
39515;238,9512884;210,6437034;39852;224,3035011;SEKER
44074;338,6638549;167,2181202;44765;236,8897627;HOROZ
75614;430,4794643;224,2013451;76304;310,2817025;CALI
48545;360,9889612;171,8947746;49372;248,6149909;HOROZ
64382;362,7910489;226,5021242;65321;286,3105104;BARBUNYA
57343;341,5122062;215,6461334;58908;270,2061717;BARBUNYA
180097;605,1446051;381,9444587;182527;478,8597104;BOMBAY
25476;221,0665359;147,2809468;25736;180,102889;DERMASON
38034;281,488396;173,200953;38680;220,0599756;SIRA
35587;253,3402294;179,3130241;35956;212,8632793;DERMASON
29860;246,6331555;154,7007236;30256;194,9844425;DERMASON
43796;299,6133411;187,5142577;44443;236,1414811;SIRA
47026;312,6353105;192,7472981;47758;244,6944275;SIRA
40754;276,569335;187,8639111;41237;227,7928981;DERMASON
55046;376,8101519;187,0892505;55800;264,7390111;HOROZ
45073;287,449644;201,310847;45819;239,5594415;SIRA
39788;296,2335581;174,5837852;40559;225,0769979;HOROZ
31242;248,6522245;160,8588295;31627;199,4456063;DERMASON
46515;298,5064641;199,6252062;47147;243,361331;SIRA
22777;204,878906;141,8015588;23071;170,2955581;DERMASON
63464;359,2114569;226,2459368;64109;284,2619821;CALI
164719;572,9178377;369,5414894;166293;457,9593263;BOMBAY
30985;231,0218954;171,3620093;31389;198,6235819;DERMASON
53983;397,868178;173,1954391;54549;262,170346;HOROZ
40892;244,5276055;213,0296844;41189;228,1782449;SEKER
36167;259,7665388;177,6598478;36503;214,5909006;DERMASON
30322;241,3049711;160,5152332;30671;196,487072;DERMASON
43752;283,6548137;196,593161;44112;236,0228306;SEKER
42839;287,0417194;190,6061254;43427;233,5472305;SIRA
172967;604,4735422;370,185916;175602;469,285014;BOMBAY
48922;353,3257855;177,9019748;49410;249,5784947;HOROZ
