Perimeter;MajorAxisLength;MinorAxisLength;EquivDiameter;Extent;Class
1101,859;414,1086221;252,4694106;322,525034;0,720653094;CALI
1023,921;376,9315917;240,6509865;301,0362513;0,715686275;BARBUNYA
648,076;244,3649465;157,2617062;195,795734;0,787534003;DERMASON
1035,962;398,3829604;237,2574441;305,901074;0,793097867;CALI
973,845;393,0484951;189,0698965;270,2367986;0,82019162;HOROZ
637,766;234,7056284;161,3935243;194,3041404;0,736238361;DERMASON
681,015;225,7926672;195,8277652;210,0907472;0,797799871;SEKER
737,018;271,0841101;187,7084632;225,1392153;0,713837437;DERMASON
1064,37;371,6035604;258,655144;309,7025692;0,758821456;BARBUNYA
1060,88;406,7776348;250,086615;317,7023633;0,816659971;CALI
689,312;237,3111158;195,7067932;215,3963226;0,799276157;SEKER
1150,644;458,2581399;245,0287579;334,5582388;0,766051448;CALI
821,543;313,7206419;197,823364;248,7481099;0,752566783;SIRA
710,756;236,0033248;208,6035706;221,7803347;0,78654179;SEKER
728,902;253,6010398;206,2107683;228,5406585;0,779530252;SEKER
1180,408;406,6439618;275,963401;334,4212043;0,777889955;BARBUNYA
808,971;314,5140715;183,4175502;239,4584367;0,792939519;SIRA
748,893;265,3749873;205,2472999;233,2854;0,745430764;SEKER
670,372;250,3606648;166,9543423;204,3301199;0,785413174;DERMASON
1523,825;559,7562847;360,2629506;444,9936033;0,817506124;BOMBAY
1460,105;540,3383352;346,7667545;431,3804034;0,735713998;BOMBAY
1105,94;422,4408423;252,0911091;325,2081942;0,688465077;CALI
1006,911;394,2902821;232,2094763;301,5623671;0,788022551;CALI
1086,584;426,0985235;236,7116277;315,7466225;0,770876405;CALI
979,365;373,8836862;162,7948258;245,3699352;0,658011188;HOROZ
1118,077;431,5356315;248,8398063;326,2069818;0,727751654;CALI
695,242;249,7361414;182,7040856;213,4844479;0,791907259;SEKER
645,525;241,4759633;159,4125479;195,9452436;0,698614586;DERMASON
914,903;362,1457656;190,0694557;259,1442582;0,709363316;HOROZ
680,993;235,7961595;191,5857195;212,4531522;0,775456633;SEKER
781,452;295,6377648;188,1143492;235,6611178;0,701028608;SIRA
1795,101;712,4086751;379,0117206;513,3554789;0,607021043;BOMBAY
1114,181;437,0809816;248,0983867;327,1910465;0,76743337;CALI
793,242;301,2973987;182,0390145;230,8025045;0,694072563;SIRA
819,854;315,9982133;191,2635307;245,2817053;0,796453614;SIRA
715,262;265,2159798;180,1360707;218,4426662;0,805264289;DERMASON
673,88;244,1862928;172,2080371;204,8000417;0,727581942;DERMASON
990,132;361,1048099;233,0238408;289,6837446;0,71800682;BARBUNYA
661,627;251,1724603;158,8730165;199,3913358;0,678656814;DERMASON
820,516;306,1999651;196,0552927;244,6710111;0,781065187;SIRA
721,45;249,1060397;204,0649358;225,3144628;0,779831407;SEKER
645,054;238,3215147;166,1166801;198,7389341;0,725892126;DERMASON
642,016;239,4651628;160,2928466;195,652618;0,750630415;DERMASON
996,209;353,956217;219,4736662;276,8371989;0,685714286;BARBUNYA
743,566;273,4562028;189,494928;227,3901007;0,726138111;SIRA
782,797;312,0999066;164,072804;225,9605695;0,710632642;HOROZ
743,151;252,0846041;212,2600879;231,2434094;0,789258062;SEKER
861,023;341,8154886;181,4293033;248,2331586;0,704413135;HOROZ
1057,513;366,1088932;260,4763757;308,1053728;0,786665401;BARBUNYA
711,425;267,8858265;174,2922348;215,7152884;0,800310953;DERMASON
864,971;285,970002;224,1647907;252,9507993;0,766753128;SEKER
666,841;219,9074077;193,6804685;206,3144959;0,788708802;SEKER
791,752;297,6297019;192,6908603;239,0353485;0,814446461;SIRA
783,976;294,8634476;188,4483465;234,9658271;0,680172549;SIRA
992,387;383,0813168;228,2138816;295,2927534;0,783401968;CALI
727,588;253,48059;204,3045933;227,4992621;0,758575001;SEKER
827,697;307,0635192;202,0145132;248,4151787;0,753939488;SIRA
978,83;336,8552;243,3110501;283,1265005;0,777259259;BARBUNYA
635,788;215,1208683;181,0647261;196,9498483;0,76170117;DERMASON
854,181;341,5499689;169,6706172;240,1539749;0,626731235;HOROZ
1525,144;537,0799916;397,5550317;461,290457;0,748729896;BOMBAY
721,309;234,3934654;203,5114997;218,1072577;0,7615728;SEKER
1068,229;407,1841243;242,1032751;312,6200905;0,792954545;CALI
739,449;254,7888488;209,2691484;230,7721613;0,743591111;SEKER
946,545;391,5948199;190,5049957;272,3090117;0,792087153;HOROZ
1064,494;396,757547;256,3462583;317,3675482;0,758812865;CALI
660,996;238,5486392;168,7439252;200,33418;0,711567114;DERMASON
799,799;303,3331144;187,9673721;238,4967577;0,802796147;SIRA
803,314;311,7337514;186,0045825;240,0797387;0,799240819;SIRA
689,294;264,6307432;161,7054714;206,6998456;0,774071511;HOROZ
1003,281;403,8888811;183,3383752;271,3089098;0,603717627;HOROZ
601,403;225,9376561;150,2897463;184,0019368;0,710761253;DERMASON
713,039;264,0500653;175,1964004;214,8932876;0,77770392;DERMASON
607,719;224,0804819;148,2317481;181,9211793;0,708796902;DERMASON
796,996;296,5120409;192,618527;238,4353558;0,745550175;SIRA
757,03;287,1111454;185,6944278;230,7280187;0,726288911;DERMASON
638,102;233,8354234;165,653751;196,6490057;0,791844822;DERMASON
708,623;241,9002397;194,678805;216,9160376;0,774656745;SEKER
1166,127;391,4223967;268,9452484;323,7465152;0,69030608;BARBUNYA
573,919;211,3574092;146,6762133;175,9330933;0,736555067;DERMASON
1047,307;372,3997455;249,1056703;304,4010642;0,786892868;BARBUNYA
1007,344;416,6326354;187,981796;279,0429436;0,604447739;HOROZ
869,046;358,3539088;171,5020029;247,2463893;0,610715376;HOROZ
1094,85;390,4287458;250,4580578;311,2240754;0,820470233;BARBUNYA
635,714;239,4447437;158,3680893;194,4417009;0,781400489;DERMASON
1013,402;415,4249883;198,4248228;286,4394461;0,703263123;HOROZ
717,225;273,9078212;168,1707544;214,2256898;0,698527132;DERMASON
818,989;302,6021282;198,5054879;244,3898398;0,701999342;SIRA
852,259;326,50924;199,0137498;254,7189446;0,74657173;SIRA
1073,575;385,8250106;251,6534766;311,2731644;0,714052472;BARBUNYA
718,102;248,3744091;197,2543624;221,1911001;0,775781313;SEKER
1070,161;409,6716791;235,065259;307,7787337;0,771205855;CALI
826,971;308,8029323;193,093342;243,4711759;0,677961906;SIRA
1017,65;400,1234094;202,9065414;283,7060293;0,777851606;HOROZ
1081,364;342,2177385;246,0475649;289,0281068;0,690043226;BARBUNYA
1511,116;552,8430862;369,9830545;451,7041477;0,819035353;BOMBAY
1044,486;397,9824548;241,826715;309,5319087;0,803118596;CALI
1071,696;420,3182543;232,3967982;309,7313461;0,786361359;CALI
704,329;258,3012597;177,1988444;213,6126373;0,820316792;DERMASON
1161,429;437,2139217;272,0677744;344,1907904;0,755699585;CALI
674,716;248,4793207;167,6708249;203,3744984;0,743806384;DERMASON
1073,069;401,0536846;248,347756;315,0320663;0,80095152;BARBUNYA
1095,623;431,373776;229,5667317;312,7748186;0,749746292;CALI
1069,534;405,4028714;258,9231468;322,5289817;0,750052788;CALI
786,561;299,6811149;179,7147384;231,7878682;0,700011613;SIRA
756,806;278,5365624;183,4217785;225,8478457;0,707891575;DERMASON
952,177;359,0646751;216,0327705;277,7509388;0,798339812;BARBUNYA
1594,156;615,1699854;351,0757001;461,3622158;0,659294548;BOMBAY
666,867;252,246997;162,9644259;202,5212716;0,744017923;DERMASON
1649,901;658,5985792;351,8995746;479,4575895;0,834413244;BOMBAY
992,572;370,4864029;233,25416;293,4284883;0,684554179;BARBUNYA
1014,851;390,1263834;225,0825456;293,9075768;0,696528854;CALI
982,497;410,2849482;185,6243139;275,6203262;0,623898108;HOROZ
1647,795;645,0968411;368,5878257;485,5296371;0,83314134;BOMBAY
723,609;250,1148624;201,8703277;224,6239895;0,752554218;SEKER
972,463;322,7578655;251,5858028;284,584295;0,780791987;BARBUNYA
628,468;241,1512995;151,3781875;190,8495839;0,773998918;DERMASON
1107,358;428,8777881;254,2604493;328,8891387;0,799501223;CALI
642,61;230,2416086;170,1213776;197,7176617;0,778868595;DERMASON
924,718;367,3525332;199,4416049;269,3613845;0,657888661;SIRA
761,733;283,9426676;183,5136768;228,1168564;0,756641674;SIRA
819,346;298,5944464;203,9627105;246,6457221;0,723924242;SEKER
1136,826;401,0345748;265,7398989;325,5564562;0,705590167;BARBUNYA
783,151;289,9181162;192,8547699;236,0848599;0,775533705;SIRA
734,036;251,0502466;195,3891348;221,3234551;0,75346651;SEKER
747,919;269,662475;197,1131167;230,1312644;0,713709677;SEKER
1747,118;682,7367865;370,0172739;499,8248469;0,838269221;BOMBAY
736,956;276,151578;183,0653099;224,5446191;0,757749713;SIRA
712,794;250,7822313;198,444192;222,9427104;0,741443495;SEKER
644,43;253,4954541;146,2546309;192,3812025;0,768994709;DERMASON
802,097;301,8021811;191,1676981;239,3919629;0,66881631;SIRA
685,502;254,5801408;168,0796138;206,7029255;0,72265053;DERMASON
1185,231;402,6771524;275,5243084;332,5140231;0,708736992;BARBUNYA
941,454;381,1144149;192,3351881;269,6991448;0,696139598;HOROZ
678,671;263,0023569;156,3592873;202,4300904;0,731188659;DERMASON
688,635;238,6605052;192,5751142;214,1811092;0,774950529;SEKER
736,286;275,1373481;184,3515706;225,0487116;0,786250791;DERMASON
880,335;361,2338058;178,2027794;252,7921928;0,771963824;HOROZ
687,345;231,5417418;201,2117885;215,6828227;0,784775324;SEKER
596,331;223,4038666;151,0013061;183,4509952;0,777983812;DERMASON
1196,46;465,4752175;259,2026572;344,9187681;0,702351243;CALI
1074,138;403,3891291;238,4231269;309,4928286;0,678817956;BARBUNYA
946,992;395,3224668;174,2350636;261,5869126;0,572208854;HOROZ
1525,584;558,5600988;377,4236767;456,749712;0,781488477;BOMBAY
913,589;380,7034098;173,6775831;256,1942594;0,778230676;HOROZ
659,27;250,6504374;156,5493905;197,7337602;0,694515436;DERMASON
997,559;420,2142537;190,4515109;282,0993053;0,691393805;HOROZ
727,618;252,3515449;198,7563944;223,6497608;0,784507549;SEKER
887,942;312,6866807;214,5149593;258,7804225;0,752920293;BARBUNYA
701,208;263,8951604;169,143899;211,1516733;0,703576452;DERMASON
653,782;234,6866565;171,4487371;200,375487;0,81256442;DERMASON
1627,014;608,6434692;385,1108888;482,9054176;0,768578395;BOMBAY
980,591;392,5841177;201,1244649;280,4561394;0,636183885;HOROZ
910,943;379,9482538;178,1583825;259,5836213;0,73001269;HOROZ
657,511;239,9123315;166,378725;199,4966709;0,780669331;DERMASON
1078,866;424,4677072;233,2611548;313,3279565;0,740563591;CALI
1040,323;411,953825;228,4100886;305,7990817;0,743859827;CALI
862,522;329,8307886;202,0568407;257,6784217;0,768071757;SIRA
986,59;415,3971136;187,4495707;277,4505175;0,703715343;HOROZ
972,438;371,2981495;222,6643886;286,4505585;0,784575116;CALI
628,707;230,6324363;161,2377084;192,6688842;0,787951677;DERMASON
888,662;373,8354779;166,3130427;248,8018492;0,783239089;HOROZ
1007,701;393,1304149;213,5250628;285,7652265;0,798707364;CALI
578,382;203,7609998;144,2976069;171,1941233;0,781994225;DERMASON
642,063;239,8814209;160,0678124;195,6265856;0,805234817;DERMASON
1043,179;403,9193941;239,4730097;310,078513;0,706262509;CALI
1042,473;401,4148121;240,3550031;309,6306154;0,717729482;CALI
643,21;233,258808;158,0701955;191,5920042;0,807382099;DERMASON
655,729;221,390268;194,1359516;207,2534904;0,786863834;SEKER
713,667;269,7371754;169,9114488;213,5440804;0,726971948;SIRA
653,849;238,7121398;167,7064716;199,9015335;0,791591001;DERMASON
863,671;356,243985;173,1588105;247,2566884;0,746796068;HOROZ
1836,047;713,366837;390,0451377;523,2139795;0,813150032;BOMBAY
1207,523;475,4600796;267,2661418;353,9569154;0,715785262;CALI
707,575;268,5289965;171,830508;214,4454846;0,70460398;DERMASON
830,466;325,1112381;188,4026068;247,169132;0,803637825;SIRA
1059,701;381,7712858;245,9856928;305,6074939;0,67776361;BARBUNYA
981,442;365,8679828;224,8790262;286,1659445;0,821207865;BARBUNYA
654,663;251,5734549;157,4137566;198,7101023;0,718069834;DERMASON
750,376;281,9757339;178,4004016;223,5244796;0,802015206;SIRA
597,483;210,7375234;159,4130671;182,7974251;0,701504905;DERMASON
710,411;261,0971889;175,4917336;213,6692546;0,712891169;DERMASON
897,95;372,1063544;169,2170241;250,4468001;0,747723271;HOROZ
933,584;372,7356361;176,7878002;254,5414322;0,578840204;HOROZ
799,421;289,2898136;196,3698078;236,760732;0,723421736;SIRA
734,849;282,8693844;172,1419269;220,2623881;0,702818356;DERMASON
764,142;261,6140223;158,0687804;202,2570477;0,678113128;DERMASON
730,101;267,0477693;186,4893698;222,7655971;0,780608464;DERMASON
810,644;304,3817633;199,8104525;246,2685917;0,760618932;SIRA
1077,554;428,2739207;239,1374016;319,1996994;0,814118868;CALI
665,85;224,9712592;186,8900915;205,0113104;0,791587732;SEKER
926,565;363,2898268;194,0522279;265,2195164;0,74315308;HOROZ
861,669;339,2117923;192,8160513;255,1384819;0,791399647;SIRA
874,501;351,8705181;176,9531072;248,9757829;0,648161461;HOROZ
668,346;249,2204;169,9200342;205,5880831;0,808337595;DERMASON
900,249;364,1938838;182,164427;256,6237888;0,722711268;HOROZ
831,719;320,3202184;187,605866;243,9335501;0,655786933;SIRA
1084,538;386,1316045;231,5513156;298,2978693;0,777686281;BARBUNYA
839,116;339,7362095;173,0062586;241,7129351;0,624567851;HOROZ
672,799;237,5942399;178,054031;205,2161572;0,729478188;DERMASON
1105,07;431,5228588;242,8063599;322,3078361;0,709642348;CALI
1122,304;436,0196041;246,3986313;326,5463805;0,702403717;CALI
929,855;382,2083974;184,313688;265,2243171;0,6213435;HOROZ
1046,079;405,8258042;241,2769521;311,9779648;0,729376181;CALI
1628,676;605,1446051;381,9444587;478,8597104;0,733963387;BOMBAY
663,202;244,1461516;167,0059619;201,5981306;0,799398948;DERMASON
819,735;311,5520284;193,5668017;245,2427703;0,701428487;SIRA
1007,341;393,5252982;223,2566146;295,4630199;0,724226804;CALI
813,679;289,7182954;216,0480583;250,0448517;0,76312804;SEKER
892,301;344,2801299;200,1156997;260,6775681;0,808636364;HOROZ
1036,972;392,3252891;234,905763;302,6265805;0,695671938;CALI
612,114;220,0364105;165,5130155;190,6459967;0,73564581;DERMASON
622,373;235,4868924;154,4033616;190,542451;0,757008601;DERMASON
754,25;276,6234307;185,2069426;226,146441;0,735659341;SIRA
625,45;233,6954694;154,2326296;189,4602049;0,712783172;DERMASON
1019,567;397,6524029;225,3539828;298,3064059;0,681421538;CALI
994,226;408,4175499;198,2154803;281,968385;0,649416561;HOROZ
699,179;233,450954;202,3679044;217,2679362;0,792200855;SEKER
632,811;227,3243033;165,3592755;193,6510375;0,740248316;DERMASON
799,811;293,4970999;199,0398848;241,1776842;0,72120485;SIRA
1001,884;383,379959;234,0775761;298,1548453;0,751736167;CALI
737,943;266,0855742;190,7552772;224,9836396;0,733027252;SEKER
881,682;370,2981856;173,2948199;252,7493772;0,810287468;HOROZ
662,223;238,1110673;176,1123771;204,5231986;0,720460526;DERMASON
822,517;335,1188114;168,1587301;236,7445982;0,798853078;HOROZ
991,978;404,2859;195,1791262;279,476081;0,644956106;HOROZ
836,742;318,3429999;194,5731646;248,4151787;0,754937695;SIRA
965,276;342,4226954;232,1408416;281,8486978;0,738932184;BARBUNYA
714,71;254,9119117;195,7036086;223,2337845;0,79408781;SEKER
628,476;230,6839252;163,5540529;194,0582542;0,758851601;DERMASON
687,555;256,3705909;174,0331999;210,8801498;0,702855533;DERMASON
1149,007;439,7482888;261,3718939;335,7492164;0,734909357;CALI
832,392;322,7953758;189,6906534;246,9165899;0,753390604;SIRA
601,862;216,5579368;157,1603046;184,1679349;0,806875663;DERMASON
697,857;261,0192589;170,6439344;210,7835238;0,725045711;DERMASON
681,169;253,8906312;170,4536396;207,7964694;0,737656066;DERMASON
785,996;288,2343668;200,1309537;239,7984937;0,796272788;SIRA
843,528;318,117155;201,0775971;252,605766;0,692736195;SIRA
640,338;212,8873637;191,4872537;201,8253689;0,774212284;SEKER
860,256;327,0809244;202,7296137;256,3408272;0,719038662;SIRA
874,559;349,7882022;178,491769;249,3743488;0,618683894;HOROZ
1722,932;660,997605;394,6847598;509,2554073;0,790961373;BOMBAY
766,746;289,6763496;186,7506882;231,831809;0,770053086;SIRA
879,491;337,8024171;201,9261228;260,3378847;0,81642638;SIRA
838,652;329,7777082;188,6176857;249,0115777;0,8175256;SIRA
794,92;295,9583817;195,2766302;239,6364954;0,801784825;SIRA
847,229;327,783447;195,5280256;252,540232;0,781703549;SIRA
719,325;271,3390351;158,5661122;205,7954494;0,672740879;HOROZ
705,654;236,4775468;205,6593189;220,4039663;0,784911949;SEKER
844,94;314,3703168;198,4752855;249,3590311;0,706692714;SIRA
751,209;272,2269285;195,4033289;230,3552284;0,742887701;DERMASON
948,654;381,6030998;181,2717506;262,4251903;0,690038783;HOROZ
823,385;308,8162503;203,1523884;249,6881541;0,817991981;SIRA
784,8;296,8464935;181,6844468;231,6999615;0,692586935;SIRA
800,438;293,490537;202,2341515;243,356099;0,785878417;SIRA
1092,37;416,4442696;242,3586309;316,9058465;0,738134007;CALI
996,486;354,619499;226,4525909;283,0635345;0,771721136;BARBUNYA
872,835;358,257634;176,726772;251,1575338;0,752658605;HOROZ
1091,066;410,5744188;254,3724155;321,7582643;0,743584819;CALI
713,791;265,3164401;179,5930561;218,0021542;0,806525497;DERMASON
644,523;241,8317986;157,7278838;195,1052092;0,706918566;DERMASON
1032,779;399,8204649;217,2274491;292,8051536;0,690370735;CALI
1117,727;440,7434947;236,2593473;322,0885152;0,759659133;CALI
637,131;236,8262803;162,2537226;195,7502084;0,720665709;DERMASON
747,326;281,8264912;158,9575472;210,8227835;0,715621156;DERMASON
593,281;220,5953258;149,0794387;181,1215527;0,707499245;DERMASON
705,621;257,2452183;183,9486381;217,3353184;0,779107863;DERMASON
658,802;235,0157365;172,7741731;200,9814035;0,773893741;DERMASON
571,287;207,3553129;142,7751858;171,9658736;0,79;DERMASON
847,409;317,1477962;200,0028923;250,7643408;0,775480082;SIRA
963,416;356,2869043;228,9041736;285,4843892;0,76008122;BARBUNYA
776,179;299,3323869;182,0755208;232,7800003;0,811927656;SIRA
742,954;263,0712142;200,3548945;229,2332202;0,753739385;SEKER
614,863;221,0906139;154,5715208;184,6340044;0,734903382;DERMASON
1056,788;413,2025059;234,2531319;308,899851;0,776762023;CALI
1010,607;402,1450405;202,8656443;283,4366284;0,708052788;HOROZ
855,523;307,9956112;213,6247263;256,4252519;0,786066547;CALI
605,984;220,3652256;154,06486;183,908497;0,703533026;DERMASON
915,829;373,6820442;186,5162056;263,2946515;0,641874447;HOROZ
805,266;234,8940708;207,5429714;220,2219205;0,792386104;SEKER
1063,246;407,6537214;234,7201952;308,4027679;0,706512692;CALI
935,66;324,0394421;224,1507189;269,2266346;0,77012987;BARBUNYA
743,508;289,969163;174,3072322;224,4198374;0,765047192;SIRA
1050,566;413,9228612;212,2300571;295,6913248;0,710781269;CALI
1026,265;363,4665476;229,786481;288,1921039;0,824957001;BARBUNYA
692,585;248,4247353;181,7168788;211,8169377;0,796969354;DERMASON
1036,017;356,7809995;230,7238485;286,7504312;0,717603396;BARBUNYA
680,236;237,1094314;153,0891717;189,7489601;0,712023165;DERMASON
802,955;303,4761285;191,0613111;240,3659519;0,696650086;SIRA
653,994;245,903404;147,369039;189,8797625;0,803912105;DERMASON
761,493;273,1021612;193,1516461;228,8496498;0,771002812;SIRA
1024,772;355,1204899;253,352096;299,5565112;0,793177572;BARBUNYA
672,456;251,3572336;164,8187085;203,2836999;0,772909126;DERMASON
655,459;236,9834375;160,9338924;194,4187809;0,78311219;DERMASON
855,35;335,0468732;190,9006953;251,3247711;0,799629271;SIRA
915,89;326,4419563;220,9832273;268,3716478;0,72307653;BARBUNYA
1004,942;371,617998;221,6379579;286,6394038;0,697923426;BARBUNYA
646,738;241,1467794;163,4544718;198,1775643;0,759192715;DERMASON
759,965;251,0375673;215,2179124;232,2899453;0,763585586;SEKER
1034,342;409,8222248;229,5187696;305,3490767;0,745902725;CALI
734,483;274,4533864;182,5345882;223,7322942;0,787067067;DERMASON
701,998;258,6351721;179,4211654;215,168623;0,786035452;DERMASON
953,871;381,054531;203,6893462;278,1311593;0,812898047;HOROZ
719,951;274,3242677;169,1080355;215,047282;0,800727513;DERMASON
714,999;249,0066917;200,194236;223,1339489;0,795556731;SEKER
763,262;284,4584292;182,0710321;226,9529302;0,772937445;SIRA
801,514;281,1132319;215,1272631;245,8339175;0,778165781;SEKER
918,682;377,2254274;183,4482511;262,6846344;0,800375118;HOROZ
627,304;234,4542717;156,1420371;191,0629503;0,742003106;DERMASON
671,659;247,3729375;171,9769022;205,8232886;0,700477905;DERMASON
721,363;270,7227895;177,3597368;218,7135334;0,692496267;DERMASON
1017,763;384,6550098;243,2440353;304,5348834;0,747956543;CALI
977,222;410,3717132;182,7068475;272,9791523;0,654755778;HOROZ
687,218;270,5807894;154,4605336;204,2241606;0,807140745;DERMASON
714,592;234,8935135;196,5813989;214,7955031;0,776097665;SEKER
746,764;278,4408787;185,5103759;227,0174378;0,783223684;DERMASON
820,748;307,8064073;190,3045773;240,9769889;0,746570633;SIRA
1032,629;413,2250931;201,0289509;287,6348942;0,716614282;HOROZ
1655,89;635,9195747;368,3386072;481,6183487;0,796302124;BOMBAY
738,262;269,3863251;192,0585214;226,9164613;0,826152683;SIRA
716,472;247,0380998;196,9387892;220,2248113;0,781273716;SEKER
954,844;394,7229777;189,9642223;273,2425546;0,600532541;HOROZ
787,993;292,6866216;190,4962892;235,8096492;0,71045354;SIRA
1106,53;423,0564274;252,9254619;325,9512242;0,762393787;CALI
891,505;357,1890036;179,8346914;252,0153467;0,726021017;CALI
729,92;268,7108882;183,0159138;221,6281461;0,743844359;DERMASON
1140,71;449,4686011;243,859741;329,2064349;0,762100457;CALI
1656,324;618,6363355;383,1531609;484,6661086;0,766795511;BOMBAY
751,828;269,6172146;194,496095;228,3901873;0,705408337;SIRA
763,785;281,5964769;190,2356431;230,8714514;0,736609657;DERMASON
1058,497;397,6171783;247,1648798;312,5610293;0,805503065;BARBUNYA
704,505;246,6819275;194,2830571;218,7339077;0,75543806;SEKER
929,955;362,9373998;204,5544341;270,6910833;0,788558509;CALI
635,103;239,7653873;155,8495235;193,1704722;0,745497558;DERMASON
613,873;223,252567;154,636081;185,6106559;0,724405654;DERMASON
1395,699;510,6812515;346,6453918;419,544667;0,797365264;BOMBAY
582,247;211,6866932;149,9156023;178,0194716;0,743095984;DERMASON
847,163;327,0894642;193,0519755;250,2815197;0,788429487;SIRA
670,16;231,6577053;187,4123657;208,1454347;0,778507367;SEKER
797,598;293,9273933;187,7184713;234,349983;0,74235853;SIRA
748,792;269,0570455;203,1373816;233,5663108;0,786396006;SEKER
564,439;206,9064294;137,691618;168,1436412;0,725274366;DERMASON
815,716;312,2212756;185,3836784;240,0876937;0,664621167;SIRA
818,623;317,669208;187,8191589;243,9648658;0,789361702;SIRA
754,38;284,4059467;185,751762;229,1054347;0,805931342;SIRA
1015,78;403,4499947;207,3342861;288,8320069;0,795679207;HOROZ
735,08;255,4653723;204,9917072;228,7132997;0,763302616;SEKER
1021,546;324,8827085;270,189651;296,0528057;0,757527071;BARBUNYA
721,433;241,5127855;211,386698;225,8563019;0,794463503;SEKER
748,29;276,9729424;191,005906;229,7658183;0,714189748;SIRA
958,961;384,6793719;193,4503333;272,3300516;0,679276968;HOROZ
870,22;338,9620647;198,5782424;258,371727;0,816488616;SIRA
628,281;226,8472462;162,6073761;191,6351956;0,711329782;DERMASON
638,705;231,3154606;163,685719;194,232046;0,784734361;DERMASON
1073,509;412,7426178;245,7877722;317,2592091;0,794502513;CALI
622,843;233,0003241;151,9291669;187,7386936;0,770978972;DERMASON
1525,029;551,6299825;377,1518839;455,3118301;0,73386308;BOMBAY
805,088;276,1731;226,8514883;250,1059487;0,771667766;SEKER
588,53;220,7790614;145,4043446;178,7617579;0,779780029;DERMASON
666,875;257,4984326;159,0768072;202,0208414;0,753467162;DERMASON
1073,571;379,7632629;240,4227113;301,6847844;0,800649642;BARBUNYA
941,725;356,2676132;221,8502492;280,8621655;0,74689572;BARBUNYA
820,682;323,4547909;182,9984385;242,9660023;0,79858073;SIRA
964,969;369,3481688;210,9473449;278,9836198;0,750113507;CALI
550,728;196,3438847;145,8736755;168,9858471;0,811550152;DERMASON
638,859;227,5165109;172,8994756;197,9686501;0,742623465;DERMASON
704,422;269,095698;169,5759021;213,3860178;0,759649086;DERMASON
717,9;260,3562771;187,0793114;220,3895237;0,815041128;DERMASON
894,879;370,6961585;177,5241498;255,8287168;0,623044011;HOROZ
700,139;247,5682939;192,3189911;218,1160141;0,754848485;SEKER
729,744;269,4084685;183,3465288;222,0241929;0,808841349;DERMASON
1617,952;628,5570239;358,5796123;472,7693263;0,730831519;BOMBAY
770,991;270,4839862;215,0498095;241,016613;0,750217881;SEKER
740,182;254,6563438;207,7631138;229,699311;0,770814732;SEKER
859,399;325,4750352;202,1422667;255,9307233;0,710905975;SIRA
707,882;261,6030763;179,8202948;216,6105964;0,712041581;DERMASON
977,519;346,3706052;234,5515131;284,4097542;0,691505573;BARBUNYA
656,662;251,481513;156,0770905;197,9686501;0,772615462;DERMASON
629,099;226,782185;163,3926498;192,1328554;0,734781286;DERMASON
641,327;232,7359075;150,4572906;186,81066;0,794463768;DERMASON
759,913;283,9315433;188,2667882;230,8493906;0,81240295;DERMASON
710,718;246,2116357;199,4479802;221,4384821;0,757662798;SEKER
808,608;300,9674735;198,9589263;244,1761417;0,781765973;SIRA
618,669;235,3396905;151,3921866;188,5440216;0,737687592;DERMASON
1126,579;434,3846449;255,2176489;331,6263947;0,782850255;CALI
1098,149;385,2334158;226,1422793;294,6063815;0,788860343;BARBUNYA
798,844;295,1510008;195,3887881;239,8701629;0,714240556;SIRA
607,147;220,3671319;155,1975114;184,547784;0,760909143;DERMASON
1016,789;355,1781595;232,5007748;286,7193479;0,799777035;BARBUNYA
767,672;280,7109964;194,8580428;233,3508852;0,757823298;SIRA
749,282;299,1671654;161,1116364;218,8008384;0,678210678;HOROZ
1228,134;441,9800302;257,483197;335,5955958;0,670052722;BARBUNYA
815,231;307,1166674;187,2811351;239,6019571;0,769594456;SIRA
1604,737;615,6769034;353,5306222;463,8338413;0,82385178;BOMBAY
864,849;353,6335069;171,2947922;243,98835;0,813696485;HOROZ
1128,423;454,7800822;233,0429854;324,1670547;0,801089045;CALI
789,281;285,5254747;199,032858;238,1441492;0,797729064;SEKER
758,724;268,853506;210,6264322;237,7883406;0,777958798;SEKER
832,864;315,9453399;199,4038569;250,2891505;0,794987801;SIRA
1025,448;387,6268835;224,9648721;293,1245882;0,786606831;CALI
669,773;241,88144;176,7526218;206,4718054;0,735706438;DERMASON
869,395;348,3741536;187,1450483;254,7264424;0,69075309;SIRA
640,693;235,8028788;160,453744;194,300864;0,713587794;DERMASON
855,416;319,1566554;202,2981155;252,9256303;0,810370968;SIRA
1024,467;397,5079681;237,351059;306,0175951;0,813570196;CALI
1507,244;553,8696768;361,7394028;445,5554849;0,7876585;BOMBAY
1203,338;399,2101885;254,6710076;317,8185639;0,773419906;BARBUNYA
662,028;240,4619527;169,5258679;201,6549642;0,735187146;DERMASON
595,911;216,8424287;158,6987068;185,3154527;0,743235051;DERMASON
1030,26;356,7067045;228,9156537;285,2479152;0,713671491;BARBUNYA
691,867;264,7905497;165,6443363;209,1584029;0,807629927;DERMASON
615,37;228,7343413;152,9701422;186,9435183;0,716003652;DERMASON
1046,303;408,2238838;236,711872;307,4331112;0,775860447;CALI
920,148;376,490989;189,2083281;266,1085563;0,785717313;HOROZ
827,886;311,205343;199,9778053;248,8837155;0,728424268;SIRA
